content,name,article
剤取締法第四十一条第一項、第四十一条の二第一項若しくは第二項、第四十一条の三第一項第一号、第三号若しくは第四号若しくは第二項（同条第一項第一号、第三号及び第四号に係る部分に限る。）又は第四十一条の四第一項第三号から第五号までに規定する罪
（１３）
旅券法第二十三条第一項第一号に規定する罪
（１４）
出入国管理及び難民認定法第七十四条第一項、第七十四条の二第二項、第七十四条の四第一項、第七十四条の六の二第二項又は第七十四条の八第二項に規定する罪
（１５）
麻薬及び向精神薬取締法第六十四条第一項、第六十四条の二第一項若しくは第二項、第六十四条の三第一項若しくは第二項、第六十五条第一項若しくは第二項又は第六十六条第一項（小分け、譲渡し、譲受け及び所持に係る部分に限る。）に規定する罪
（１６）
武器等製造法第三十一条第一項、第三十一条の二第一項又は第三十一条の三第四号（猟銃の製造に係る部分に限る。）に規定する罪
（１７）
出資の受入れ、預り金及び金利等の取締りに関する法律第五条に規定する罪
（１８）
売春防止法第八条第一項（第七条第二項に係る部分に限る。）、第十一条第二項、第十二条又は第十三条に規定する罪
（１９）
銃砲刀剣類所持等取締法第三十一条第二項若しくは第三項、第三十一条の二第一項、第三十一条の三第三項若しくは第四項、第三十一条の四第一項若しくは第二項、第三十一条の七第一項、第三十一条の八、第三十一条の九第一項、第三十一条の十一第一項第一号若しくは第二号又は第三十一条の十三に規定する罪
（２０）
著作権法第百十九条第二項第三号に規定する罪
（２１）
廃棄物の処理及び清掃に関する法律第二十五条第一項第一号、第二号、第八号、第九号、第十三号又は第十四号に規定する罪
（２２）
火炎びんの使用等の処罰に関する法律第二条第一項に規定する罪
（２３）
貸金業法第四十七条第一号又は第二号に規定する罪
（２４）
麻薬特例法第六条第一項に規定する罪
（２５）
児童買春、児童ポルノに係る行為等の規制及び処罰並びに児童の保護等に関する法律第五条第一項、第六条第一項又は第七条第六項から第八項までに規定する罪
（２６）
組織的犯罪処罰法第三条第一項（同項第二号から第十号まで、第十二号、第十四号及び第十五号に係る部分に限る。）若しくは第二項（同条第一項第二号から第四号まで、第七号から第十号まで、第十二号、第十四号及び第十五号に係る部分に限る。）、第七条（同条第一項第一号から第三号までに係る部分に限る。）、第七条の二第二項、第九条第一項から第三項まで又は第十条第一項に規定する罪
（２７）
会社法（平成十七年法律第八十六号）第九百七十条第四項に規定する罪
ヘ
組織的犯罪処罰法第七条、第七条の二又は第九条から第十一条までに規定する罪
四十八
著作権等管理事業法（平成十二年法律第百三十一号）第二十九条第一号若しくは第二号又は第三十二条第一号に規定する罪
